# Time-averaged data for fix printdipole
# TimeStep v_mytime v_totaldipolex v_totaldipoley v_totaldipolez
62550 15637.5000000000 0.0885815670 1.2045024294 0.1187171698
62552 15638.0000000000 0.0758868174 1.1796132351 0.1078125845
62554 15638.5000000000 0.0726531471 1.1963358838 0.0619428215
62556 15639.0000000000 0.0542010913 1.1933346442 0.0660295863
62558 15639.5000000000 0.0397492541 1.1896844832 0.0376195267
62560 15640.0000000000 0.0175552274 1.2054094103 0.0215410002
62562 15640.5000000000 0.0534426794 1.2040583019 -0.0018090439
62564 15641.0000000000 0.0107012767 1.1875694412 0.0042686603
62566 15641.5000000000 0.0502560279 1.2354387900 -0.0321618977
62568 15642.0000000000 0.0236747337 1.2060477622 0.0000414958
62570 15642.5000000000 0.0454116888 1.2188582526 -0.0437105456
62572 15643.0000000000 0.0607225760 1.2583933500 -0.0031627060
62574 15643.5000000000 0.0737131227 1.2153435125 -0.0298921403
62576 15644.0000000000 0.0680735920 1.2552441790 -0.0116517970
62578 15644.5000000000 0.0905016713 1.2565700295 -0.0265342499
62580 15645.0000000000 0.0802354360 1.2219165795 -0.0207135406
62582 15645.5000000000 0.1005148457 1.2527348988 -0.0461902159
62584 15646.0000000000 0.0930591912 1.2151001864 -0.0382419473
62586 15646.5000000000 0.0965663412 1.2249133811 -0.0887782778
62588 15647.0000000000 0.0998659628 1.2187553195 -0.0977700412
62590 15647.5000000000 0.1010015694 1.1531084122 -0.1384670151
62592 15648.0000000000 0.0899362939 1.1818440907 -0.1754832658
62594 15648.5000000000 0.1056185902 1.1477170164 -0.1918602829
62596 15649.0000000000 0.0937483549 1.1435264422 -0.2550375254
62598 15649.5000000000 0.1233884367 1.1089136986 -0.2788590126
62600 15650.0000000000 0.1186856971 1.0955901191 -0.3102534419
62602 15650.5000000000 0.1344226406 1.1031776974 -0.3329218521
62604 15651.0000000000 0.1559800761 1.0763678584 -0.3529322770
62606 15651.5000000000 0.1631315533 1.0902895184 -0.3498968567
62608 15652.0000000000 0.1901695268 1.0745016785 -0.3851443277
62610 15652.5000000000 0.1974285035 1.0612966863 -0.3483266033
62612 15653.0000000000 0.2104010531 1.0868289122 -0.3660159032
62614 15653.5000000000 0.2171382673 1.0771607057 -0.3480329752
62616 15654.0000000000 0.2322811916 1.0889470474 -0.3343593035
62618 15654.5000000000 0.2244069606 1.0648656296 -0.3448638270
62620 15655.0000000000 0.2415101094 1.0936277585 -0.3225544003
62622 15655.5000000000 0.2309266971 1.0790961774 -0.3164006716
62624 15656.0000000000 0.2318618812 1.0956510592 -0.3302732784
62626 15656.5000000000 0.2208188412 1.0624786912 -0.3255405967
62628 15657.0000000000 0.2351426492 1.0694659944 -0.3579373538
62630 15657.5000000000 0.2185153784 1.0868708484 -0.3708702247
62632 15658.0000000000 0.2342878420 1.0519431883 -0.3596987178
62634 15658.5000000000 0.2030319940 1.0408984270 -0.4131297516
62636 15659.0000000000 0.2372232278 1.0501485637 -0.3898734249
62638 15659.5000000000 0.2056332063 1.0135011897 -0.4373657754
62640 15660.0000000000 0.2462850474 1.0396344739 -0.4246287293
62642 15660.5000000000 0.2124589400 1.0040179969 -0.4144774860
62644 15661.0000000000 0.2312200375 0.9765677182 -0.3963632865
62646 15661.5000000000 0.2071060093 0.9821922802 -0.4006557001
62648 15662.0000000000 0.2276547549 0.9730489023 -0.3546735719
62650 15662.5000000000 0.1992298136 0.9761629067 -0.3645755512
62652 15663.0000000000 0.2042219761 0.9607389777 -0.2814252064
62654 15663.5000000000 0.1787927323 0.9336469082 -0.2771616948
62656 15664.0000000000 0.1771340256 0.9439749850 -0.2389191267
62658 15664.5000000000 0.1703940333 0.9629313052 -0.2108204247
62660 15665.0000000000 0.1427435794 0.9369726183 -0.1858915074
62662 15665.5000000000 0.1326815883 0.9297503459 -0.1728404737
62664 15666.0000000000 0.1362355586 0.9293753805 -0.1414227135
62666 15666.5000000000 0.1245317069 0.9383462854 -0.1641875654
62668 15667.0000000000 0.1203226465 0.9160123767 -0.1367583944
62670 15667.5000000000 0.1068090051 0.9267865189 -0.1640350980
62672 15668.0000000000 0.1200339650 0.8719276637 -0.1445690915
62674 15668.5000000000 0.1064509026 0.8964725211 -0.1725035781
62676 15669.0000000000 0.1346095367 0.8635623240 -0.1620342408
62678 15669.5000000000 0.1008881708 0.8658216687 -0.1930944563
62680 15670.0000000000 0.1131466291 0.8296448425 -0.1503749246
62682 15670.5000000000 0.1047332087 0.8292725403 -0.1874043989
62684 15671.0000000000 0.1223554234 0.8281748222 -0.1263471137
62686 15671.5000000000 0.0840163566 0.8231219848 -0.1394353139
62688 15672.0000000000 0.0850640538 0.8015588261 -0.0852376028
62690 15672.5000000000 0.0511486865 0.8275165903 -0.0733513544
62692 15673.0000000000 0.0713531391 0.8105552568 -0.0295724910
62694 15673.5000000000 0.0593740764 0.8816711132 -0.0134113818
62696 15674.0000000000 0.0057948372 0.8516350229 0.0593103834
62698 15674.5000000000 0.0190766792 0.8675105926 0.0423577144
62700 15675.0000000000 -0.0102340014 0.8951951395 0.1146813541
62702 15675.5000000000 0.0076873487 0.9208037982 0.0885563753
62704 15676.0000000000 -0.0156726966 0.9251789782 0.1343456964
62706 15676.5000000000 -0.0336933739 0.9501378124 0.1252497953
62708 15677.0000000000 -0.0409335584 0.9174657692 0.1616419137
62710 15677.5000000000 -0.0255147435 0.9360855618 0.1133017112
62712 15678.0000000000 -0.0515150883 0.9743926152 0.1509988530
62714 15678.5000000000 -0.0360869159 0.9278305511 0.1000294985
62716 15679.0000000000 -0.0940041739 0.9546028443 0.1467444184
62718 15679.5000000000 -0.0549819060 0.9439680117 0.1149548147
62720 15680.0000000000 -0.0867862980 0.9335601670 0.1293660999
62722 15680.5000000000 -0.0883174791 0.9676543086 0.1252899902
62724 15681.0000000000 -0.1394868887 0.9526821780 0.1460628052
62726 15681.5000000000 -0.1285677668 0.9588053835 0.1595868696
62728 15682.0000000000 -0.1652450308 1.0068494099 0.1924875262
62730 15682.5000000000 -0.1486109347 1.0059691997 0.1812285500
62732 15683.0000000000 -0.2066929864 1.0443590387 0.2263345446
62734 15683.5000000000 -0.2005836352 1.0667826654 0.2368246645
62736 15684.0000000000 -0.2135994961 1.0753243141 0.2461673285
62738 15684.5000000000 -0.2180825203 1.1270222660 0.2895509339
62740 15685.0000000000 -0.2248575125 1.1285881868 0.2408813979
62742 15685.5000000000 -0.2366094112 1.1445074203 0.2917991887
62744 15686.0000000000 -0.2469040913 1.1495843996 0.2603313751
62746 15686.5000000000 -0.2161411262 1.1669824502 0.2587033595
62748 15687.0000000000 -0.2397469951 1.1816038673 0.2302093290
62750 15687.5000000000 -0.2274846590 1.1485471338 0.2166953219
62752 15688.0000000000 -0.2412894920 1.1584784415 0.1795172011
62754 15688.5000000000 -0.2255929116 1.1466036391 0.1883812019
62756 15689.0000000000 -0.2179527156 1.1762818004 0.1374350092
62758 15689.5000000000 -0.2343189934 1.1603370422 0.1420874098
62760 15690.0000000000 -0.2438601377 1.1687045509 0.1097619163
62762 15690.5000000000 -0.2359892731 1.1711371470 0.1169840376
62764 15691.0000000000 -0.2316989079 1.2015266959 0.1024300322
62766 15691.5000000000 -0.2410269158 1.2411366352 0.1075107971
62768 15692.0000000000 -0.2408269232 1.2563790537 0.1087228934
62770 15692.5000000000 -0.2563351162 1.2696765097 0.1297706387
62772 15693.0000000000 -0.2388247927 1.3192509618 0.1162579327
62774 15693.5000000000 -0.2335364690 1.3110344720 0.1459435703
62776 15694.0000000000 -0.2375481747 1.3809982732 0.1200904647
62778 15694.5000000000 -0.2246965323 1.3606888016 0.1398405722
62780 15695.0000000000 -0.2495980919 1.3602183536 0.1393458480
62782 15695.5000000000 -0.1963312272 1.3993500306 0.1193550937
62784 15696.0000000000 -0.2226573847 1.3642176386 0.1062954106
62786 15696.5000000000 -0.2102916615 1.3415773431 0.1035858025
62788 15697.0000000000 -0.2089418161 1.3684634883 0.0598167995
62790 15697.5000000000 -0.2100321770 1.3121194651 0.0734397220
62792 15698.0000000000 -0.1906476118 1.3469933148 0.0088825624
62794 15698.5000000000 -0.2116762698 1.3073342041 -0.0049434020
62796 15699.0000000000 -0.2176513434 1.2832987743 -0.0232828831
62798 15699.5000000000 -0.2017056832 1.3180468563 -0.0492783665
62800 15700.0000000000 -0.2207212558 1.3116568392 -0.0621857263
62802 15700.5000000000 -0.2047240317 1.2931291192 -0.1034504933
62804 15701.0000000000 -0.2332466647 1.3415780626 -0.1026564583
62806 15701.5000000000 -0.2161897186 1.2883023565 -0.1149865853
62808 15702.0000000000 -0.2312217955 1.3346700445 -0.1199112381
62810 15702.5000000000 -0.1932130805 1.3537747359 -0.1309646033
62812 15703.0000000000 -0.2294342665 1.3141381633 -0.1376324817
62814 15703.5000000000 -0.1951925938 1.3290608190 -0.1516697813
62816 15704.0000000000 -0.2216230211 1.2985995956 -0.1268296572
62818 15704.5000000000 -0.1690924676 1.2817948800 -0.1499067972
62820 15705.0000000000 -0.1751310613 1.2847987963 -0.1510062675
62822 15705.5000000000 -0.1970556454 1.2093899713 -0.1475512760
62824 15706.0000000000 -0.1585600442 1.1945500154 -0.1690072098
62826 15706.5000000000 -0.1770473457 1.1760104340 -0.1592712290
62828 15707.0000000000 -0.1454556673 1.1389332032 -0.1702257173
62830 15707.5000000000 -0.1535342235 1.1167965635 -0.1991139334
62832 15708.0000000000 -0.1590177276 1.0808519770 -0.1736750767
62834 15708.5000000000 -0.1438187254 1.0685436402 -0.2011028619
62836 15709.0000000000 -0.1489953610 1.0525505896 -0.2088514334
62838 15709.5000000000 -0.1472838911 1.0635126271 -0.2117109799
62840 15710.0000000000 -0.1345698920 1.0547694664 -0.2243128090
62842 15710.5000000000 -0.1413650176 1.0547339177 -0.2199429300
62844 15711.0000000000 -0.1239746693 1.0647381731 -0.2222694000
62846 15711.5000000000 -0.1225459708 1.0584027100 -0.2399289306
62848 15712.0000000000 -0.1251362296 1.0757261849 -0.2123236555
62850 15712.5000000000 -0.1350608071 1.0647124131 -0.2261713917
62852 15713.0000000000 -0.1009583824 1.0531063338 -0.1965691982
62854 15713.5000000000 -0.1087349995 1.0703814270 -0.1968228091
62856 15714.0000000000 -0.0973379542 1.0411245524 -0.2010985161
62858 15714.5000000000 -0.1338246545 1.0247075997 -0.1780110185
62860 15715.0000000000 -0.1122798158 1.0107675145 -0.1541078242
62862 15715.5000000000 -0.1075325031 0.9989738546 -0.1542227441
62864 15716.0000000000 -0.1263941704 0.9699821613 -0.1154530983
62866 15716.5000000000 -0.1248592622 0.9728614376 -0.1487832091
62868 15717.0000000000 -0.1395092276 0.9374184336 -0.0956567699
62870 15717.5000000000 -0.1519535666 0.9263370117 -0.0962295156
62872 15718.0000000000 -0.1361238925 0.9377216382 -0.0811351608
62874 15718.5000000000 -0.1557794619 0.9251434845 -0.0677781116
62876 15719.0000000000 -0.1573886366 0.9332454141 -0.0586385774
62878 15719.5000000000 -0.1570705757 0.9445300904 -0.0712353690
62880 15720.0000000000 -0.1752150716 0.8992017267 -0.0160195881
62882 15720.5000000000 -0.1568292042 0.9568915004 -0.0437449464
62884 15721.0000000000 -0.1696455786 0.9324700380 -0.0075973723
62886 15721.5000000000 -0.1911034729 0.9192204540 -0.0202834396
62888 15722.0000000000 -0.1613318178 0.9406089950 0.0021497329
62890 15722.5000000000 -0.1843749054 0.9091363726 0.0218075458
62892 15723.0000000000 -0.1957563264 0.9203042328 0.0340222610
62894 15723.5000000000 -0.1934105794 0.9196539395 0.0327680386
62896 15724.0000000000 -0.2063737037 0.8647027256 0.0765296089
62898 15724.5000000000 -0.2019191749 0.8827664831 0.0697944294
62900 15725.0000000000 -0.2113984194 0.8444278612 0.1080602232
62902 15725.5000000000 -0.2374965822 0.8661178638 0.1204158788
62904 15726.0000000000 -0.1983451931 0.8554520511 0.1349272462
62906 15726.5000000000 -0.2437611053 0.8446093739 0.1670465371
62908 15727.0000000000 -0.1839712619 0.8465461727 0.1837152110
62910 15727.5000000000 -0.2293214461 0.8588165360 0.1972604786
62912 15728.0000000000 -0.1910149039 0.8682249787 0.2316550665
62914 15728.5000000000 -0.2127093632 0.8801667064 0.2307368283
62916 15729.0000000000 -0.1653601260 0.8971508349 0.2819747174
62918 15729.5000000000 -0.1872398138 0.9075179320 0.2684237506
62920 15730.0000000000 -0.1523412992 0.9549068972 0.2696930681
62922 15730.5000000000 -0.2050636241 0.9369097937 0.2793830966
62924 15731.0000000000 -0.1393018677 0.9747686967 0.3000977958
62926 15731.5000000000 -0.2003707074 0.9744459168 0.2862695990
62928 15732.0000000000 -0.1638758425 0.9873998606 0.3053818951
62930 15732.5000000000 -0.2107140861 1.0141195569 0.2543166001
62932 15733.0000000000 -0.1842878569 0.9856962819 0.2985487185
62934 15733.5000000000 -0.2302920005 1.0100747050 0.2654064946
62936 15734.0000000000 -0.2136083477 1.0048925063 0.2884992529
62938 15734.5000000000 -0.2387452818 1.0170321663 0.2683568491
62940 15735.0000000000 -0.2286351432 1.0111469595 0.2627052759
62942 15735.5000000000 -0.2251028217 1.0101998684 0.2715454254
62944 15736.0000000000 -0.2252908115 1.0145168282 0.2845363363
62946 15736.5000000000 -0.2122523281 1.0226859100 0.2813931069
62948 15737.0000000000 -0.1992723066 1.0348907204 0.2861252701
62950 15737.5000000000 -0.1761504757 1.0327195647 0.2788355006
62952 15738.0000000000 -0.1572583668 1.0486275859 0.3011411411
62954 15738.5000000000 -0.1345657120 1.0492723955 0.2923414519
62956 15739.0000000000 -0.1470874905 1.0779768101 0.2937309557
62958 15739.5000000000 -0.1008781364 1.0744261539 0.2954853532
62960 15740.0000000000 -0.1231887369 1.0710759257 0.2799778738
62962 15740.5000000000 -0.0912038237 1.0918124900 0.2721714684
62964 15741.0000000000 -0.1380196954 1.0652261708 0.2687832176
62966 15741.5000000000 -0.1053023252 1.1104829401 0.2273997927
62968 15742.0000000000 -0.1458678880 1.0635543707 0.2341020382
62970 15742.5000000000 -0.1283648671 1.0804988979 0.1990000833
62972 15743.0000000000 -0.1617279352 1.0804462759 0.1901743648
62974 15743.5000000000 -0.1484036460 1.0397531061 0.1680615636
62976 15744.0000000000 -0.1673588657 1.0558411459 0.1443721762
62978 15744.5000000000 -0.1266614789 1.0439762317 0.1348728485
62980 15745.0000000000 -0.1369483877 1.0187637705 0.1509384158
62982 15745.5000000000 -0.1035363097 1.0402503663 0.0970002231
62984 15746.0000000000 -0.0816896330 1.0153890485 0.1230831638
62986 15746.5000000000 -0.0534195183 1.0080174756 0.0987801254
62988 15747.0000000000 -0.0064575965 1.0295611275 0.1232467726
62990 15747.5000000000 -0.0031642492 0.9932736412 0.1150239991
62992 15748.0000000000 0.0418146301 1.0223910376 0.1210889187
62994 15748.5000000000 0.0414715158 1.0123647892 0.1045806018
62996 15749.0000000000 0.0816643407 0.9990632448 0.1123365503
62998 15749.5000000000 0.0407916054 1.0322805514 0.1092012093
63000 15750.0000000000 0.0595927304 1.0255404868 0.1052705940
63002 15750.5000000000 0.0384238858 1.0242963729 0.0821745871
63004 15751.0000000000 0.0292944413 1.0193588188 0.0584314404
63006 15751.5000000000 0.0075394476 1.0287908248 0.0663337595
63008 15752.0000000000 -0.0137046559 1.0442772764 0.0254452800
63010 15752.5000000000 -0.0571135818 1.0230604234 0.0111301382
63012 15753.0000000000 -0.0302318064 1.0322002989 -0.0214387331
63014 15753.5000000000 -0.0565220123 1.0155410625 -0.0387614520
63016 15754.0000000000 -0.0378033165 1.0151955690 -0.0554505997
63018 15754.5000000000 -0.0547452472 1.0324903143 -0.0778858858
63020 15755.0000000000 -0.0277084342 0.9939650905 -0.1029798752
63022 15755.5000000000 -0.0213002194 0.9975396688 -0.0805578306
63024 15756.0000000000 0.0154129917 0.9832992864 -0.1329214573
63026 15756.5000000000 0.0234159953 0.9492620861 -0.0893817216
63028 15757.0000000000 0.0241991792 1.0068153283 -0.1225577371
63030 15757.5000000000 0.0528797257 0.9547710750 -0.1043592118
63032 15758.0000000000 0.0367766674 0.9430361276 -0.1165914989
63034 15758.5000000000 0.0467002814 0.9857962337 -0.0815515028
63036 15759.0000000000 0.0283259150 0.9441175582 -0.1151511623
63038 15759.5000000000 0.0084009952 0.9905487037 -0.0746216222
63040 15760.0000000000 -0.0215306545 0.9798173429 -0.1224175557
63042 15760.5000000000 -0.0424244157 0.9628397882 -0.0657376202
63044 15761.0000000000 -0.0785841582 1.0265021367 -0.1200488673
63046 15761.5000000000 -0.0922506969 0.9641663675 -0.0918127691
63048 15762.0000000000 -0.1102407009 1.0081528502 -0.1233226881
63050 15762.5000000000 -0.1283737789 1.0042801320 -0.1161950875
63052 15763.0000000000 -0.1367150704 0.9919387839 -0.1488591397
63054 15763.5000000000 -0.1417848388 0.9914039138 -0.1323443764
63056 15764.0000000000 -0.1247726106 0.9754485405 -0.1631812287
63058 15764.5000000000 -0.1202697587 0.9534082786 -0.1379962965
63060 15765.0000000000 -0.1044834756 0.9476533318 -0.1837218831
63062 15765.5000000000 -0.0819431360 0.9260987601 -0.1385168144
63064 15766.0000000000 -0.0792989883 0.9289215835 -0.1675964462
63066 15766.5000000000 -0.0539117485 0.9015115444 -0.1392206480
63068 15767.0000000000 -0.0513381764 0.8823613557 -0.1402018148
63070 15767.5000000000 -0.0534622279 0.8882262203 -0.1041446918
63072 15768.0000000000 -0.0392110372 0.9048428400 -0.1328718494
63074 15768.5000000000 -0.0776783165 0.8872815450 -0.0763696906
63076 15769.0000000000 -0.0552078211 0.8933321404 -0.0962389865
63078 15769.5000000000 -0.1039874307 0.9145853112 -0.0504908642
63080 15770.0000000000 -0.0836222997 0.9241118750 -0.0704070129
63082 15770.5000000000 -0.1246956343 0.9444581669 -0.0666587877
63084 15771.0000000000 -0.1223053560 0.9492578889 -0.0528583933
63086 15771.5000000000 -0.1530247082 0.9560664751 -0.0621290525
63088 15772.0000000000 -0.1430784881 0.9772744473 -0.0756950095
63090 15772.5000000000 -0.1405590889 0.9439693005 -0.0660511795
63092 15773.0000000000 -0.1341067066 0.9690590495 -0.0982858924
63094 15773.5000000000 -0.1522030408 0.9550948033 -0.0990487208
63096 15774.0000000000 -0.1260007584 0.9152194188 -0.1081601079
63098 15774.5000000000 -0.1323893223 0.9395787168 -0.1117142985
63100 15775.0000000000 -0.1039565003 0.8801822384 -0.1209545760
63102 15775.5000000000 -0.1032659742 0.8865448809 -0.1072267014
63104 15776.0000000000 -0.0950242404 0.8639506101 -0.1132432963
63106 15776.5000000000 -0.1084597109 0.8545339782 -0.0745426248
63108 15777.0000000000 -0.0956859807 0.8591119465 -0.0966329364
63110 15777.5000000000 -0.1092022901 0.8331977312 -0.0405095999
63112 15778.0000000000 -0.0917292652 0.8273578813 -0.0267265820
63114 15778.5000000000 -0.1321021002 0.8733460129 -0.0059775548
63116 15779.0000000000 -0.1094808439 0.8695789207 0.0013719056
63118 15779.5000000000 -0.1437478283 0.8544946412 0.0377990830
63120 15780.0000000000 -0.1272936074 0.9013858339 0.0522112723
63122 15780.5000000000 -0.1412660114 0.8621140704 0.0789625192
63124 15781.0000000000 -0.1237056125 0.9102496197 0.0579319390
63126 15781.5000000000 -0.1235153747 0.8909300114 0.0802639735
63128 15782.0000000000 -0.1231741637 0.8561069181 0.0503655005
63130 15782.5000000000 -0.1136757774 0.8899263827 0.0679163487
63132 15783.0000000000 -0.0796930230 0.8373728235 0.0476193966
63134 15783.5000000000 -0.0873209058 0.8348553992 0.0413963751
63136 15784.0000000000 -0.0462942784 0.8320286534 -0.0015663282
63138 15784.5000000000 -0.0512932404 0.7551535223 0.0216320197
63140 15785.0000000000 -0.0202092097 0.7924823271 -0.0039370625
63142 15785.5000000000 -0.0123823258 0.7564701858 0.0184729426
63144 15786.0000000000 0.0203582550 0.7520041069 -0.0188665854
63146 15786.5000000000 0.0224150670 0.7415489701 0.0201489079
63148 15787.0000000000 0.0447757655 0.7436404244 0.0299184420
63150 15787.5000000000 0.0371021149 0.7579289039 0.0491175885
63152 15788.0000000000 0.0779729411 0.7881981158 0.0605330844
63154 15788.5000000000 0.0850632757 0.7696507243 0.0822067627
63156 15789.0000000000 0.0864419259 0.8029256009 0.0882183222
63158 15789.5000000000 0.1083746125 0.8208803351 0.1050452829
63160 15790.0000000000 0.1116467227 0.8466249052 0.1369817163
63162 15790.5000000000 0.1332308951 0.8589235959 0.0887181794
63164 15791.0000000000 0.1287582679 0.8734594435 0.1261794195
63166 15791.5000000000 0.1650352096 0.8509027781 0.0839171578
63168 15792.0000000000 0.1533589056 0.9121245713 0.0733035049
63170 15792.5000000000 0.1860519916 0.8824999988 0.0620920799
63172 15793.0000000000 0.1668780930 0.8954028369 -0.0077961827
63174 15793.5000000000 0.2175577358 0.8790064743 0.0117715670
63176 15794.0000000000 0.1871718901 0.8886896499 -0.0204861801
63178 15794.5000000000 0.2416476151 0.9004676018 -0.0693669096
63180 15795.0000000000 0.2186962841 0.9142114515 -0.0574268857
63182 15795.5000000000 0.2535491147 0.8874059381 -0.0889597797
63184 15796.0000000000 0.2405944620 0.9243994501 -0.0861769799
63186 15796.5000000000 0.2717052410 0.9309682551 -0.0650419241
63188 15797.0000000000 0.2698124440 0.9469971741 -0.0963586438
63190 15797.5000000000 0.2974779936 0.9792802630 -0.0665640711
63192 15798.0000000000 0.2594754559 0.9835239434 -0.0754861647
63194 15798.5000000000 0.3161960428 1.0236433500 -0.0492368214
63196 15799.0000000000 0.2847639756 1.0589673008 -0.0446488637
63198 15799.5000000000 0.3105310580 1.0700559204 -0.0561479631
63200 15800.0000000000 0.2962392831 1.0914981320 -0.0691023091
63202 15800.5000000000 0.2928807203 1.1004934685 -0.0607177422
63204 15801.0000000000 0.2933687510 1.1437716259 -0.1076635138
63206 15801.5000000000 0.2888661235 1.1522941154 -0.1021050570
63208 15802.0000000000 0.2931493948 1.1396266685 -0.1600853321
63210 15802.5000000000 0.2718242846 1.1641796905 -0.1412478579
63212 15803.0000000000 0.2758116389 1.1422621135 -0.2148138027
63214 15803.5000000000 0.2541089158 1.1964629201 -0.2059634467
63216 15804.0000000000 0.2822130475 1.1412553102 -0.2514700308
63218 15804.5000000000 0.2615923278 1.1354917504 -0.2386092690
63220 15805.0000000000 0.2716326774 1.1557473298 -0.2687701629
63222 15805.5000000000 0.2681952908 1.1319671017 -0.2329440274
63224 15806.0000000000 0.2735871049 1.1589256733 -0.2600062724
63226 15806.5000000000 0.2740838686 1.1501264037 -0.2066796856
63228 15807.0000000000 0.2944393488 1.1154236928 -0.2164270865
63230 15807.5000000000 0.2882427245 1.1872351211 -0.1650848964
63232 15808.0000000000 0.3024337414 1.1554555982 -0.1754365573
63234 15808.5000000000 0.2975674945 1.1977882822 -0.1361047226
63236 15809.0000000000 0.3079036509 1.1803777698 -0.1372503725
63238 15809.5000000000 0.3182997076 1.2039269430 -0.0919009330
63240 15810.0000000000 0.3058799928 1.2344903304 -0.1331412216
63242 15810.5000000000 0.3248168487 1.2586384157 -0.1178871735
63244 15811.0000000000 0.3270985533 1.2348847504 -0.1312228073
63246 15811.5000000000 0.3146342209 1.2690882767 -0.1384198255
63248 15812.0000000000 0.3306621160 1.2627437972 -0.1556724354
63250 15812.5000000000 0.3065947365 1.2855744455 -0.1657378893
63252 15813.0000000000 0.3365899352 1.2595532715 -0.1910271279
63254 15813.5000000000 0.3147495333 1.2640542775 -0.1791472122
63256 15814.0000000000 0.3220329906 1.2734574777 -0.1859164856
63258 15814.5000000000 0.3155575838 1.2621061999 -0.1747753387
63260 15815.0000000000 0.3070045437 1.2582113627 -0.1682711738
63262 15815.5000000000 0.3042312341 1.2390679463 -0.1552539774
63264 15816.0000000000 0.3164218351 1.2333534712 -0.1148734132
63266 15816.5000000000 0.2807216439 1.2632615326 -0.0974633127
63268 15817.0000000000 0.2887215006 1.2349880089 -0.0626309538
63270 15817.5000000000 0.2806164562 1.2434113059 -0.0383127752
63272 15818.0000000000 0.2788770602 1.2416460294 0.0036543625
63274 15818.5000000000 0.2810870380 1.2306007891 0.0191174433
63276 15819.0000000000 0.2402005255 1.2911821953 0.0306389540
63278 15819.5000000000 0.2539045784 1.2395645756 0.0362124230
63280 15820.0000000000 0.2463407079 1.2460827149 0.0600488802
63282 15820.5000000000 0.2322157765 1.2601081189 0.0424120369
63284 15821.0000000000 0.2240877855 1.2286362845 0.0569075386
63286 15821.5000000000 0.1974572872 1.2534059290 0.0370930486
63288 15822.0000000000 0.1840212717 1.2121337704 0.0313806342
63290 15822.5000000000 0.1768299156 1.1752701577 0.0331553050
63292 15823.0000000000 0.1655125428 1.2024868445 0.0436078785
63294 15823.5000000000 0.1391264092 1.1321627715 0.0191988956
63296 15824.0000000000 0.1227023277 1.1395446705 0.0543740005
63298 15824.5000000000 0.1041812823 1.0934425731 0.0333131929
63300 15825.0000000000 0.1175362537 1.0735274854 0.0914104391
63302 15825.5000000000 0.0715460074 1.0649230532 0.0926351227
63304 15826.0000000000 0.0890821369 1.0524551141 0.1120000660
63306 15826.5000000000 0.0592715937 1.0193307909 0.1577548733
63308 15827.0000000000 0.0922319321 1.0199623865 0.1568671542
63310 15827.5000000000 0.0557086637 1.0267251236 0.2060261397
63312 15828.0000000000 0.0819786232 1.0223534720 0.1981381443
63314 15828.5000000000 0.0498145488 1.0137856506 0.2361895739
63316 15829.0000000000 0.0988758774 1.0121176390 0.2339720730
63318 15829.5000000000 0.0487964125 0.9974210385 0.2453113315
63320 15830.0000000000 0.0914812573 1.0437777048 0.2331481307
63322 15830.5000000000 0.0500728022 0.9929692334 0.2384540852
63324 15831.0000000000 0.0828016097 1.0065360995 0.1964181807
63326 15831.5000000000 0.0392799034 0.9803747691 0.2362595890
63328 15832.0000000000 0.0817695213 0.9659444366 0.1799118718
63330 15832.5000000000 0.0088010847 0.9819678909 0.2082768571
63332 15833.0000000000 0.0518875637 0.9308882283 0.1660192780
63334 15833.5000000000 0.0029189900 0.9251029127 0.1918631591
63336 15834.0000000000 0.0350275743 0.9042966509 0.1809738308
63338 15834.5000000000 -0.0196044129 0.8943233497 0.1856843760
63340 15835.0000000000 0.0033441647 0.9032608556 0.1934918825
63342 15835.5000000000 -0.0427554143 0.8806062072 0.2110887866
63344 15836.0000000000 0.0043693787 0.8697471926 0.2152156092
63346 15836.5000000000 -0.0568132200 0.8918090317 0.2439094149
63348 15837.0000000000 -0.0071200535 0.8989759325 0.2495338055
63350 15837.5000000000 -0.0520419359 0.8936256744 0.2632248299
63352 15838.0000000000 -0.0119946388 0.9210732203 0.2656113037
63354 15838.5000000000 -0.0458462523 0.9229110337 0.2739036791
63356 15839.0000000000 -0.0240862992 0.9292296887 0.2858807525
63358 15839.5000000000 -0.0263559087 0.9547536419 0.2656783944
63360 15840.0000000000 -0.0251314759 0.9069523746 0.2632478078
63362 15840.5000000000 -0.0441383917 0.9413870453 0.2512471017
63364 15841.0000000000 -0.0201375866 0.9233517441 0.2399041088
63366 15841.5000000000 -0.0613931487 0.8992167583 0.2099515532
63368 15842.0000000000 -0.0245360537 0.9149003519 0.2067457641
63370 15842.5000000000 -0.0697634030 0.8556552287 0.1715636449
63372 15843.0000000000 -0.0562226326 0.8467806435 0.1831015237
63374 15843.5000000000 -0.0882684851 0.8591876572 0.1139269110
63376 15844.0000000000 -0.0785279868 0.8304369114 0.1705906412
63378 15844.5000000000 -0.0955763750 0.8172940012 0.0947350971
63380 15845.0000000000 -0.0914608153 0.8309615492 0.1483518272
63382 15845.5000000000 -0.1206798744 0.8091102259 0.0990294317
63384 15846.0000000000 -0.0963868810 0.8513556733 0.1256761892
63386 15846.5000000000 -0.1073670118 0.8536055181 0.1009588022
63388 15847.0000000000 -0.0874017491 0.8286970331 0.1183972791
63390 15847.5000000000 -0.1201878254 0.9140669203 0.1220755199
