8 1 -2 0 0 21.1101 1.77699 -0.825725 -30.0973 
8 1 -1.8 0 0 24.9792 1.81934 -1.05433 -34.7244 
8 1 -1.6 0 0 25.6081 1.6284 -1.28147 -39.883 
8 1 -1.4 0 0 15.5013 0.969778 -1.34496 -44.2645 
8 1 -1.2 0 0 -17.4374 -0.457077 -0.852807 -44.5569 
8 1 -1 0 0 -81.4203 -2.74736 0.837414 -35.166 
8 1 -0.8 0 0 -160.894 -5.13685 4.28345 -10.8652 
8 1 -0.6 0 0 -205.752 -5.56776 9.3016 26.898 
8 1 -0.4 0 0 -165.035 -2.26226 14.9203 65.5758 
8 1 -0.2 0 0 -49.424 2.19507 20.8103 87.7391 
8 1 -0 0 0 63.1261 -0.907776 28.5389 85.5817 
8 1 0.2 0 0 106.318 -19.5963 39.6185 67.3069 
8 1 0.4 0 0 86.4563 -50.3639 51.7285 47.3559 
8 1 0.6 0 0 50.6224 -77.6676 58.9018 33.7292 
8 1 0.8 0 0 27.2888 -87.1439 56.8116 26.2 
8 1 1 0 0 15.9761 -77.3322 46.7456 22.0023 
8 1 1.2 0 0 9.38141 -57.569 33.7898 19.5106 
8 1 1.4 0 0 5.21629 -37.9877 22.4159 18.0926 
8 1 1.6 0 0 3.58375 -23.4655 14.3374 17.2521 
8 1 1.8 0 0 3.7383 -14.2235 9.21827 16.5387 
8 1 2 0 0 4.41357 -8.71836 6.0996 15.7235 
